LobbyingEntity,DateRange,Date,LobbyistName,RecipientName,OfficeSought,Amount
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,"John E. Murphy, Jr.",Jonathan Zlotnik,State Representative of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,"John E. Murphy, Jr.","Angelo J. Puppolo, Jr.",State Representative of the 12th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,"John E. Murphy, Jr.",William Crocker,State Representative of the 2nd Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/29/2020,"John E. Murphy, Jr.",James Arciero,State Representative of the 2nd Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/29/2020,"John E. Murphy, Jr.",Sal DiDomenico,State Senator of the Middlesex and Suffolk Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,"John E. Murphy, Jr.",Kay Khan,State Representative of the 11th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,"John E. Murphy, Jr.",Marjorie Decker,State Representative of the 25th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,"John E. Murphy, Jr.",Political Action Committee,Committee for a Democratic Senate,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,"John E. Murphy, Jr.",Maura Healey,Attorney General of the Commonwealth,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,"John E. Murphy, Jr.",Kim Driscoll,Mayor of the City of Salem,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/20/2020,"John E. Murphy, Jr.",Michael Moran,State Representative of the 18th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,"John E. Murphy, Jr.",William Straus,State Representative of the 10th Bristol District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,"John E. Murphy, Jr.",Nicholas Collins,State Senator of the 1st Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,"John E. Murphy, Jr.",Michael Finn,State Representative of the 6th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/01/2020,Kathy Bell,Dino Mercadante,Candidate for State Representative of the 3rd Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/10/2020,Kathy Bell,Christine Barber,State Representative of the 34th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/10/2020,Kathy Bell,David Rogers,State Representative of the 24th Middlesex District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,Kathy Bell,Danielle Gregoire,State Representative of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Kathy Bell,Karen Spilka,State Senator of the 2nd Middlesex Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/24/2020,Kathy Bell,Frank Moran,State Representative of the 18th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/29/2020,Kathy Bell,Joseph McGonagle,State Representative of the 28th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/29/2020,Kathy Bell,Patrick Beaudry,Candidate for State Representative of the 5th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/07/2020,Kathy Bell,Meghan Kilcoyne,Candidate for State Representative of the 12th Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/18/2020,Kathy Bell,James Murphy,State Representative of the 4th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/18/2020,Kathy Bell,Mark Cusack,State Representative of the 5th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/18/2020,Kathy Bell,Brendan Crighton,State Senator of the 3rd Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/18/2020,Kathy Bell,Walter Timilty,"State Senator of the Norfolk, Bristol, and Plymouth Districts",$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/21/2020,Kathy Bell,Nick Collins,State Senator of the 1st Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/24/2020,Kathy Bell,Marjorie Decker,State Representative of the 25th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/28/2020,Kathy Bell,Bradley Jones,State Representative of the 20th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/28/2020,Kathy Bell,James Welch,State Senator of the Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,09/24/2020,Kathy Bell,Patrick O'Connor,State Senator of the Plymouth and Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Kathy Bell,Carmine Gentile,State Representative of the 13th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Kathy Bell,Edward Phillips,Candidate for State Representative of the 8th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Kathy Bell,Bud Williams,State Representative of the 11th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Kathy Bell,Jonathan Zlotnik,State Representative of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Kathy Bell,Angelo Puppolo,State Representative of the 12th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/14/2020,Kathy Bell,Jeffrey Roy,State Representative of the 10th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,Kathy Bell,William Crocker,State Representative of the 2nd Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,Kathy Bell,William Crocker,State Representative of the 2nd Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/19/2020,Kathy Bell,John Velis,State Representative of the 2nd Hampden and Hampshire District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Kathy Bell,Joseph Boncore,State Senator of the 1st Suffolk and Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/21/2020,Kathy Bell,John Velis,State Representative of the 2nd Hampden and Hampshire District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/26/2020,Kathy Bell,Karyn Polito,Lieutenant Governor of the Commonwealth of Massachusetts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/27/2020,Kathy Bell,William Crocker,State Representative of the 2nd Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/28/2020,Kathy Bell,Michael Day,State Representative of the 31st Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/28/2020,Kathy Bell,Sal DiDomenico,State Senator of the Middlesex and Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/01/2020,Kathy Bell,Michael Rodrigues,State Senator of the 1st Bristol and Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/07/2020,Kathy Bell,Tackey Chan,State Representative of the 2nd Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Kathy Bell,Kay Khan,State Representative of the 11th Middlesex District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,Kathy Bell,Maura Healey,Attorney General of the Commonwealth of Massachusetts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Kathy Bell,Aaron Michlewitz,State Representative of the 3rd Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Kathy Bell,Claire Cronin,State Representative of the 11th Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/15/2020,Kathy Bell,Political Action Committee,Committee for a Democratic Senate,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/16/2020,Kathy Bell,Daniel Cahill,State Representative of the 10th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,Michael Moran,State Representative of the 18th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,Joseph Wagner,State Representative of the 8th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,John Mahoney,State Representative of the 13th Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,Michael Rush,State Senator of the Norfolk and Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,Edward Coppinger,State Representative of the 10th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,Daniel Hunt,State Representative of the 13th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Kathy Bell,William Driscoll,State Representative of the 7th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/18/2020,Kathy Bell,Jon Santiago,State Representative of the 9th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Kathy Bell,William Straus,State Representative of the 10th Bristol District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Kathy Bell,Thomas Golden,State Representative of the 16th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Kathy Bell,Carole Fiola,State Representative of the 6th Bristol District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Kathy Bell,John Keenan,State Senator of the Norfolk and Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/23/2020,Kathy Bell,Bruce Ayers,State Representative of the 1st Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Kathy LaNatra,State Representative of the 12th Plymouth District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Natalie Blais,State Representative of the 1st Franklin District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Michael Finn,State Representative of the 6th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Paul McMurtry,State Representative of the 11th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,James Arciero,State Representative of the 2nd Middlesex District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Denise Garlick,State Representative of the 13th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Kathy Bell,Gerard Cassidy,State Representative of the 9th Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/06/2020,Maureen Glynn,Kevin Honan,State Representative of the 17th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/06/2020,Maureen Glynn,Joseph McGonagle,State Representative of the 28th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/06/2020,Maureen Glynn,David Rogers,State Representative of the 24th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/06/2020,Maureen Glynn,Frank Moran,State Representative of the 17th Essex District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,Maureen Glynn,Danielle Gregoire,State Representative of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/15/2020,Maureen Glynn,Courtney Madden,Candidate for Norfolk County Sheriff,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/29/2020,Maureen Glynn,Patrick Beaudry,Candidate for State Representative of the 5th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/29/2020,Maureen Glynn,Robert Consalvo,Candidate for State Representative of the 14th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/29/2020,Maureen Glynn,Joseph Shea,Norfolk County Commissioner,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/13/2020,Maureen Glynn,Hariette Chandler,State Senator of the 1st Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/13/2020,Maureen Glynn,Jason Lewis,State Senator of the 5th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/13/2020,Maureen Glynn,Michael Brady,State Senator of the 2nd Plymouth and Bristol District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/25/2020,Maureen Glynn,Brendan Crighton,State Senator of the 3rd Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/27/2020,Maureen Glynn,Meghan Kilcoyne,Candidate for State Representative of the 12th Worcester District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,09/11/2020,Maureen Glynn,Paul Tucker,State Representative of the 7th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,09/29/2020,Maureen Glynn,James Arciero,State Representative of the 2nd Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/03/2020,Maureen Glynn,Tram Nguyen,State Representative of the 18th Essex District,$100.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,Maureen Glynn,Carmine Gentile,State Representative of the 13th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,Maureen Glynn,Edward Phillips,Candidate for State Representative of the 8th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,Maureen Glynn,Bud Williams,State Representative of the 11th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Maureen Glynn,Jonathan Zlotnik,State Representative of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/14/2020,Maureen Glynn,Bradley Jones,State Representative of the 20th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Maureen Glynn,Political Action Committee,Committee for a Democratic House,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Maureen Glynn,Joseph Boncore,State Senator of the 1st Suffolk and Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Maureen Glynn,Angelo Puppolo,State Representative of the 12th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/26/2020,Maureen Glynn,Karyn Polito,Lieutenant Governor of the Commonwealth,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/27/2020,Maureen Glynn,Patrick Kearney,State Representative of the 4th Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/28/2020,Maureen Glynn,Michael Day,State Representative of the 31st Middlesex District,"$2,000.00"
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/30/2020,Maureen Glynn,Sal DiDomenico,State Senator of the Middlesex and Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/31/2020,Maureen Glynn,James Dever,Candidate for State Representative of the 5th Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,11/02/2020,Maureen Glynn,Nika Elugardo,State Representative of the 15th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,11/20/2020,Maureen Glynn,Nina Liang,Quincy City Councilor,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/01/2020,Maureen Glynn,Michael Rodrigues,State Senator of the 1st Bristol and Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/07/2020,Maureen Glynn,Tackey Chan,State Representative of the 2nd Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/07/2020,Maureen Glynn,John Mahoney,State Representative of the 13th Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Maureen Glynn,Kay Khan,State Representative of the 11th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Maureen Glynn,Michael Finn,State Representative of the 6th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Maureen Glynn,Claire Cronin,State Representative of the 11th Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/10/2020,Maureen Glynn,Maura Healey,Attorney General of the Commonwealth,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Maureen Glynn,Aaron Michlewitz,State Representative of the 3rd Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/15/2020,Maureen Glynn,Political Action Committee,Committee for a Democratic Senate,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/15/2020,Maureen Glynn,Julian Cyr,State Senator of the Cape and Islands District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Maureen Glynn,Daniel Hunt,State Representative of the 13th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/20/2020,Maureen Glynn,Karen Spilka,"Senate President, State Senator of the 2nd Middlesex and Norfolk District",$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Maureen Glynn,Michael Moran,State Representative of the 18th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/21/2020,Maureen Glynn,William Straus,State Representative of the 10th Bristol District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/30/2020,Maureen Glynn,Gerard Cassidy,State Representative of the 9th Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Michael Morrissey,Norfolk County District Attorney,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Daniel Cahill,State Representative of the 10th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Andrea Campbell,Candidate for Mayor of Boston,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Thomas Golden,State Representative of the 16th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Michael Rush,State Senator of the Norfolk and Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Alice Peisch,State Representative of the 14th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/31/2020,Maureen Glynn,Nick Collins,State Senator of the 1st Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,Roger D. Donoghue,Danielle Gregoire,State Representative of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Frank Moran,State Representative of the 17th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Patrick Beaudry,Candidate for State Representative of the 5th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,James Murphy,State Representative of the 4th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Mark Cusack,State Representative of the 5th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Joan Meschino,State Representative of the 3rd Plymouth District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Kevin Honan,State Representative of the 17th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,John Mahoney,State Representative of the 13th Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Cindy Friedman,State Senator of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Julian Cyr,State Senator of the Cape and the Islands Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Karen Spilka,State Senator of the 2nd Middlesex and Norfolk Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,Roger D. Donoghue,Michael Moore,State Senator of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Roger D. Donoghue,Bradley Jones,State Representative of the 20th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Roger D. Donoghue,Jonathan Zlotnik,State Representative of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Roger D. Donoghue,Bud Williams,State Representative of the 11th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Roger D. Donoghue,Carmine Gentile,State Representative of the 13th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/13/2020,Roger D. Donoghue,Edward Phillips,State Representative of the 8th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Roger D. Donoghue,Jeffrey Roy,State Representative of the 10th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Roger D. Donoghue,Tackey Chan,State Representative of the 2nd Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/20/2020,Roger D. Donoghue,Joseph Boncore,State Senator of the 1st Suffolk and Middlesex Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/21/2020,Roger D. Donoghue,Joseph Wagner,State Representative of the 8th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/23/2020,Roger D. Donoghue,Angelo Puppolo,State Representative of the 12th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/29/2020,Roger D. Donoghue,Paul Donato,State Representative of the 35th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,11/18/2020,Roger D. Donoghue,Martin Walsh,Mayor of Boston,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/08/2020,Roger D. Donoghue,Michael Finn,State Representative of the 6th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Roger D. Donoghue,Maura Healey,Attorney General of the Commonwealth of Massachusetts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/15/2020,Roger D. Donoghue,Political Action Committee,Committee for Democratic Senate,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Roger D. Donoghue,Daniel Hunt,State Representative of the 13th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/18/2020,Roger D. Donoghue,William Driscoll,State Representative of the 7th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/19/2020,Roger D. Donoghue,Aaron Michlewitz,State Representative of the 3rd Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,Tara O'Donnell,Danielle Gregoire,State Representative of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/30/2020,Tara O'Donnell,Patrick Beaudry,Candidate for State Representative of the 5th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/30/2020,Tara O'Donnell,Robert Consalvo,State Representative of the 14th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/20/2020,Tara O'Donnell,Bradley Jones,State Representative of the 20th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,09/29/2020,Tara O'Donnell,Angelo Puppolo,State Representative of the 12th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/07/2020,Tara O'Donnell,Mark Cusack,State Representative of the 5th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/14/2020,Tara O'Donnell,Jeffrey Roy,State Representative of the 10th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/15/2020,Tara O'Donnell,Tackey Chan,State Representative of the 2nd Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/15/2020,Tara O'Donnell,Bud Williams,State Representative of the 11th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/15/2020,Tara O'Donnell,Carmine Gentile,State Representative of the 13th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/15/2020,Tara O'Donnell,Edward Phillips,State Representative of the 8th Norfolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/15/2020,Tara O'Donnell,Jonathan Zlotnik,State Representative of the 2nd Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,Tara O'Donnell,Karyn Polito,Lieutenant Governor of the Commonwealth of Massachusetts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,Tara O'Donnell,Barry Finegold,State Senator of the 2nd Essex and Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/16/2020,Tara O'Donnell,William Crocker,State Representative of the 2nd Barnstable District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/17/2020,Tara O'Donnell,Martin Walsh,Mayor of Boston,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/02/2020,Tara O'Donnell,Michael Rodrigues,State Senator for First Bristol and Plymouth Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Tara O'Donnell,Aaron Michlewitz,State Representative of the 3rd Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Tara O'Donnell,Maura Healey,Attorney General of the Commonwealth of Massachusetts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/09/2020,Tara O'Donnell,Michael Finn,State Representative of the 6th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Tara O'Donnell,Political Action Committee,Committee for a Democratic Senate,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Tara O'Donnell,Joseph Wagner,State Representative of the 8th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/14/2020,Tara O'Donnell,Michael Moran,State Representative of the 18th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,12/17/2020,Tara O'Donnell,Daniel Hunt,State Representative of the 13th Suffolk District,$200.00
Murphy Donoghue Partners,01/01/2020 - 06/30/2020,01/22/2020,"John E. Murphy, Jr.",Smitty Pignatelli,State Representative of the 4th Berkshire District,$200.00
